user_id,subscription_plan,device,region,watch_minutes,login_frequency,days_inactive,support_tickets,tenure_months,churn_probability,churn
50,Standard,Mobile,Europe,122.86035406581816,24.050058647747893,5.654928878792405,3,22,0.19678751229795402,0
51,Standard,TV,Europe,180.22572694351913,17.231717062343815,4.143426593300141,2,25,0.04407707085548512,0
52,Basic,TV,Asia,149.3216533951566,10.834705908425995,6.04548783450414,0,5,0.032042981639967605,0
53,Standard,Mobile,Asia,168.9047456210193,13.513083000758074,3.663527153233007,3,32,0.09100106897597096,0
54,Basic,TV,North America,47.79758939459674,9.763940062204478,1.6073605228708985,2,9,0.10042322629153022,0
55,Standard,Desktop,Asia,63.65596940028945,20.534288251421806,16.547915294972334,0,14,0.43278148944888056,0
56,Premium,Desktop,Europe,120.42600733358893,9.42405755291799,7.268893593662426,1,32,0.14764080047628386,0
57,Premium,Desktop,South America,153.44888142491536,12.172395423598633,12.765702300293633,3,9,0.3795221875838936,0
58,Basic,TV,North America,145.5217548998679,17.40714201648248,10.455248170717654,4,23,0.3681356902216618,0
59,Premium,Desktop,North America,66.23339457677834,22.976477035392563,20.14706932160914,0,9,0.5381786850714959,1
60,Premium,Desktop,Europe,165.42828099905836,29.280950937480142,16.26728962011605,0,21,0.3225904076044231,0
61,Standard,Mobile,Europe,116.7460515235525,8.298137295224546,12.532100127492802,1,32,0.30921695230123153,0
62,Basic,Mobile,Europe,151.10910929450083,18.187998154104964,26.06745544614093,1,10,0.680914554089727,1
63,Standard,Tablet,Asia,95.79689769880713,14.884957574869537,5.0639712867014985,3,29,0.20612224090223785,0
64,Standard,Tablet,North America,58.25049250719489,13.75351693486224,8.685948289004983,4,34,0.40232795616295464,0
65,Standard,Tablet,Europe,153.8338061890611,13.585610656950083,14.571856563595716,2,22,0.38332189071881034,0
66,Standard,Tablet,South America,138.78587543201297,8.826652526094481,15.910322984107168,0,5,0.338523814091202,0
67,Standard,Mobile,North America,70.17502601654756,23.333994823646215,3.8490483884861533,0,11,0.04529642563803703,0
68,Standard,Mobile,North America,93.27309131233783,4.595307476884329,9.762597621602664,3,28,0.3496048373357421,0
69,Standard,Mobile,Asia,147.44348504456786,14.261949278119383,10.155472062368693,2,24,0.25722067682649297,0
70,Basic,Desktop,North America,128.24142432425631,22.486870989675197,26.314057755554668,2,34,0.7611803083423836,1
71,Premium,Desktop,Europe,140.06768685240584,16.135424965874936,14.636359339803708,2,10,0.3990230933417053,0
72,Standard,Tablet,Europe,99.02586443170385,11.64853538608881,17.56518311511312,3,26,0.5779296290216898,1
73,Standard,Desktop,South America,176.92507660406318,11.851284153640119,7.280480972943285,0,7,0.04148935258423536,0
74,Standard,TV,North America,115.55398199342471,19.396548987468474,4.746781277461579,1,7,0.07684945633042266,0
75,Standard,Mobile,North America,25.301691478499123,13.471164919314443,7.033719550975866,0,15,0.18570989505077687,0
76,Standard,Tablet,Asia,124.27755759553679,14.839790944155414,13.834943160867697,1,3,0.3407707372304941,0
77,Standard,Tablet,Europe,144.19770908678166,18.111014093087547,20.326449312803618,1,26,0.515595770297327,1
78,Premium,TV,South America,131.8830682600631,19.650964081872196,0.042738148151341804,3,7,0.01939907618447717,0
79,Premium,Desktop,Europe,102.93455581786178,12.209511414899643,23.866305234828992,2,2,0.7130546012270079,1
80,Standard,Tablet,North America,41.85125313755735,8.171773271929064,16.204431197724986,3,10,0.5942816827941922,1
81,Premium,Desktop,North America,94.00108791944197,9.985683927208854,17.00729754223004,1,30,0.46621783834745933,0
82,Basic,Desktop,South America,97.7779544646023,21.904964964296813,16.539210353834783,0,3,0.39839835615044117,0
83,Standard,TV,North America,93.63235997221553,15.34238587962877,7.15677890320262,1,29,0.17107100712386308,0
84,Basic,Tablet,South America,144.47854617630378,8.754060487385658,9.105436826366901,3,25,0.27868455861470326,0
85,Basic,Desktop,South America,106.66307826396736,10.333194756311105,14.763197369772652,0,4,0.3362328428292122,0
86,Standard,Desktop,Europe,175.26700422276377,20.822553930630097,8.250869390265468,2,5,0.17225907748520028,0
87,Premium,TV,South America,110.97761021222306,15.434100421396476,11.638677134893033,3,6,0.38818270383456793,0
88,Basic,TV,North America,168.63536752534384,6.626281838309096,5.3540165631464856,4,19,0.19198512936905074,0
89,Standard,Desktop,Asia,128.57859997734948,9.489272638466442,15.409774213980953,1,18,0.38371462644207904,0
90,Basic,TV,Asia,130.55247581319608,20.76433557180217,9.013979870740522,2,12,0.23986692030901954,0
91,Basic,Desktop,North America,92.685404313369,12.160844897771835,7.166519331563828,2,24,0.22231017563354583,0
92,Basic,Tablet,Asia,65.97464966163967,25.473988928579317,4.220798380547577,0,30,0.060649301754787624,0
93,Basic,Mobile,Asia,117.06692983159707,24.577273026608722,5.344634363877884,3,14,0.19327210108473947,0
94,Premium,TV,South America,187.47386741008657,22.447782033714766,0.7576660960499204,1,2,0.0,0
95,Basic,Mobile,Asia,101.65211674365275,17.490998901370446,12.96193824731373,4,34,0.4872060306757591,0
96,Basic,Desktop,Asia,95.30518390530182,20.16521623137534,5.813185650994788,1,20,0.1290903856245418,0
97,Basic,Desktop,Asia,113.12320681771688,14.720958982821148,9.703222856047184,3,23,0.32797347886369865,0
98,Premium,Desktop,Europe,190.72751776171242,14.850661333662725,18.506044417508974,2,35,0.4644538147635568,0
99,Basic,Mobile,North America,151.47747862910333,8.999533325347004,9.160983200400308,4,34,0.3233520173829059,0
100,Basic,Desktop,South America,168.57051704831312,14.777028523067685,8.896102040041372,0,21,0.09831254415292803,0
101,Premium,TV,Asia,40.786432209915034,8.657219002791294,9.645035850192308,3,8,0.3985646432958542,0
102,Premium,Tablet,North America,87.01477803244408,15.031243413612124,12.048589201299249,1,30,0.32444289800653336,0
103,Premium,Tablet,Asia,88.40263290872785,8.944707413260497,6.72605867659276,3,20,0.26337912738905495,0
104,Basic,TV,Europe,165.44350078945004,10.6573405293155,15.964373349907031,0,20,0.3134876997077609,0
105,Premium,Tablet,Europe,146.3952011066665,2.2255346513106566,10.910507542469968,1,23,0.23092002516743254,0
106,Premium,Mobile,Asia,162.23563490437556,11.086676133631315,6.199859239360838,4,20,0.22376014227644955,0
107,Basic,Desktop,Asia,44.97648002769492,11.401411521940126,7.598805778957662,1,23,0.23298769334103495,0
108,Premium,Desktop,Asia,164.41352016651325,13.455076052315565,18.0008837647549,1,4,0.42561299277613374,0
109,Basic,Desktop,Europe,146.37305558549514,20.953194520785225,5.398023324354452,0,10,0.015567644145138393,0
110,Standard,Mobile,Europe,83.03624611863259,14.736294514064623,12.939928966237215,1,5,0.35516162286848385,0
111,Premium,Mobile,North America,112.12299094083276,19.64048390438208,13.345730734777522,3,32,0.43824893110249286,0
112,Standard,Mobile,South America,84.25655289151337,19.84346933647519,2.474701113665583,2,18,0.08998448051845413,0
113,Basic,TV,South America,116.13565141560495,22.050368690395064,0.0,0,25,0.0,0
114,Premium,Mobile,Europe,137.97421967845418,10.470171811781917,7.739626017702762,0,17,0.09421456085262866,0
115,Basic,Tablet,South America,176.16878272603543,9.090363019172539,15.63851805698908,0,5,0.29298675898363696,0
116,Standard,TV,Asia,82.42322586524146,14.417550739720452,0.0,3,35,0.06757677413475856,0
117,Basic,TV,North America,101.23135007190965,9.788298745333723,3.892664717914082,3,21,0.16554859146551282,0
118,Premium,TV,Europe,75.88283114877038,13.851258108659836,14.707529543769008,3,19,0.5153430551642998,1
119,Premium,Mobile,Europe,150.6625360525384,10.252348453437712,2.5196840419159106,3,23,0.07492798520493893,0
120,Standard,TV,South America,56.97673969022403,8.904326393843508,17.160448070146543,1,5,0.5078367024141723,1
121,Basic,Mobile,Asia,127.08055449644219,16.777025848470736,28.55651650848204,0,33,0.729614940758019,1
122,Premium,Mobile,North America,70.96848041793243,24.325579246958984,4.291893637229454,0,4,0.05778832869895119,0
123,Standard,TV,South America,121.83247739605076,13.748771485060594,20.308043029949218,4,33,0.6874088135024258,1
124,Premium,Desktop,Europe,166.23646903776927,16.3862806221458,12.295406901790486,2,35,0.3026257380159452,0
125,Premium,Desktop,Europe,99.5494894350125,15.324919554388453,4.4566714690616305,1,26,0.08415065463683642,0
126,Basic,TV,South America,128.83480163197558,14.827591518983711,21.148376926190124,2,22,0.6056165061537281,1
127,Premium,Desktop,Asia,84.27335157347382,22.144797662027493,12.84739423316639,1,11,0.3511484754215179,0
128,Basic,Tablet,North America,115.50276718261286,13.616903378257394,18.330849125897174,1,26,0.4844227065943024,0
129,Premium,Tablet,North America,57.68401627322347,1.0,26.4197340233464,1,13,0.7849080044271686,1
130,Standard,Mobile,North America,148.30863627188373,10.61336395473823,9.247300102732673,0,14,0.12911036681009647,0
131,Premium,Desktop,North America,103.38143797678961,15.533605765921257,13.868460298739722,2,7,0.41267237098540205,0
132,Basic,Tablet,Asia,111.64683806213311,14.465354824471472,2.1923972475380653,2,16,0.05412507936400883,0
133,Basic,TV,Europe,122.7681601294122,13.852123216715029,6.743786549415389,3,20,0.2295454363530495,0
134,Standard,Desktop,Europe,41.33023018463848,12.449146323633336,9.429748460695071,2,27,0.34156222363621364,0
135,Premium,Tablet,North America,92.31070132897656,15.429912678162463,11.48122993076033,3,34,0.40212619659383336,0
136,Premium,Tablet,North America,125.4096296501335,25.275659828159775,0.0,4,22,0.07459037034986651,0
137,Standard,TV,North America,113.60321079457825,13.368521675870298,20.840650516093117,3,3,0.6616163046882153,1
138,Premium,Mobile,South America,207.0938194317319,25.81696118398657,14.438691706899949,1,27,0.27606693177526653,0
139,Premium,TV,South America,170.34870484216302,17.358440325065597,13.61680984228266,0,7,0.23815559042631673,0
140,Basic,Mobile,Europe,125.58380099099972,11.648392421215764,24.3407140366115,1,35,0.6546376201073453,1
141,Premium,Tablet,Europe,79.10003473088906,19.334611995043584,21.347640024683507,4,23,0.7613291660096161,1
142,Premium,Mobile,North America,100.20262337926894,2.8268781529445945,8.940489159994083,0,2,0.16801205142055353,0
143,Standard,Tablet,South America,146.32539570765272,14.923597726849508,6.0123479584586965,4,24,0.23404504304610815,0
144,Standard,Tablet,Asia,123.06484540070002,17.592621619744783,14.360733801574595,1,2,0.35775716864653784,0
145,Basic,Desktop,South America,171.04416727943556,17.65539751163204,20.860931451193153,0,17,0.45478377625635896,0
146,Premium,Mobile,Europe,122.74813610896071,18.18529338756028,8.959584479332484,4,11,0.3460393982710138,0
147,Premium,Mobile,South America,124.63336563818419,18.623689090905906,16.225314859328126,3,7,0.5121260801416596,1
148,Premium,Mobile,Europe,184.96848653649732,16.48627517490741,21.944447188977044,2,2,0.5733649291328139,1
149,Basic,TV,North America,76.13743741067881,18.614448767836596,16.917607094087607,1,15,0.4813907754119494,0
150,Basic,Desktop,Asia,189.35430173673188,12.201048494739918,0.0,3,31,0.0,0
151,Standard,Desktop,North America,150.78531252188563,20.88179444081008,1.6365885454285962,4,6,0.09831234384097229,0
152,Basic,Desktop,North America,249.41880812341142,12.699680553391133,23.881223589813114,4,29,0.6670178995709819,1
153,Premium,TV,Asia,91.94270517318327,20.784772711906694,10.768630206635715,0,4,0.23111620102588815,0
154,Premium,Mobile,Asia,185.17615080440942,14.899552365921398,12.310586941539299,3,12,0.3341414574417696,0
155,Basic,Mobile,Asia,125.35487502663172,16.0907525268466,13.976599679148084,4,27,0.4939431153478107,0
156,Premium,Mobile,Europe,112.57663197590055,19.410687136599773,20.02372384220024,0,25,0.48813508329010663,0
157,Premium,Desktop,North America,132.19608947204472,22.532583706073858,4.519949529516868,2,12,0.10340239641346133,0
158,Basic,Desktop,Europe,125.0085898444822,15.202805216342202,7.110726254516991,2,17,0.1883131977910275,0
159,Basic,Tablet,Asia,88.84336194839892,16.080663763490314,2.9624436172662536,0,12,2.994656958868469e-05,0
160,Premium,TV,Europe,114.73448531391521,2.085438442852684,0.0,3,31,0.0352655146860848,0
161,Premium,TV,Asia,132.28426738690172,10.653387099787103,12.870276812950182,0,9,0.2538240370016037,0
162,Premium,Desktop,South America,102.99377537673095,7.444832854210052,3.9391670383867092,0,19,0.015181235774870322,0
163,Standard,Tablet,Asia,141.61765949210113,12.973203518982547,16.73785987864131,3,29,0.5105181368671381,1
164,Standard,Mobile,North America,108.16630340540505,11.660608147046906,5.753266006767373,2,25,0.1644316767976161,0
165,Standard,Desktop,North America,138.33381194015257,11.04321712325274,0.5733772762142682,4,15,0.07886750634627548,0
166,Basic,TV,North America,133.50864528923339,9.832571130434687,17.379661117622785,2,9,0.4878811882394501,0
167,Standard,TV,Europe,138.05329462846015,17.62681053827621,13.66022944948238,3,13,0.4217535888560112,0
168,Basic,TV,North America,66.05144631167188,6.048645728590746,8.841200596051506,1,3,0.24918457156987328,0
169,Basic,Mobile,Asia,163.88331234887772,9.54492770177535,9.233943870863882,3,10,0.2631350037770388,0
170,Standard,TV,South America,85.35845620748043,15.16576652232608,14.205417497918646,2,18,0.4408040687300789,0
171,Standard,Mobile,North America,112.56586419439219,19.84846578999246,21.91139606219174,2,10,0.6447760176713601,1
172,Standard,Mobile,Europe,94.166383185118,10.349133431272449,12.812007641900346,3,28,0.44019384607189244,0
173,Premium,Mobile,South America,122.85393880044482,20.251852328873202,13.288752936180376,3,3,0.4258086492849664,0
174,Standard,Desktop,North America,115.55506505972043,1.340794258838816,6.800857656170504,3,20,0.2384706646253947,0
175,Premium,Mobile,North America,146.04772426188723,15.010663668989736,8.346255264264425,2,18,0.20433993366604547,0
176,Basic,Tablet,South America,121.75532148043771,16.53045395107638,0.0,0,20,0.0,0
177,Premium,TV,North America,104.33259287357349,10.058467389590197,3.3975675934762126,1,10,0.04759443493071289,0
178,Standard,Desktop,Europe,48.103672004530125,8.45058083546818,2.5444128316186436,0,34,0.028228712944029177,0
179,Basic,TV,Asia,155.3729386319859,15.633479110144584,2.356439913664275,2,22,0.015320258777942353,0
180,Basic,Mobile,Asia,140.70144708782917,14.821508363286208,7.326706275789171,0,21,0.07909974118584595,0
181,Basic,Desktop,South America,157.00496740487176,10.942341257649604,8.069703074555553,3,33,0.23508612483179483,0
182,Premium,Tablet,Asia,112.58425813261222,13.556117530285157,2.54420007627996,4,16,0.1637417441557866,0
183,Standard,Mobile,North America,134.27731688852825,11.990586448291943,18.80980206304117,3,35,0.5800167450027068,1
184,Basic,TV,North America,93.8643168827938,21.25375042615808,14.19294595469841,1,1,0.38192406175815846,0
185,Basic,Tablet,Europe,90.20786806058956,18.399909149752638,11.444182462645959,3,12,0.4031176058187892,0
186,Basic,Mobile,Asia,108.65593557884743,15.968919580921252,14.518774629198784,4,13,0.5269073032971161,1
187,Premium,Tablet,South America,156.87227688876519,24.43599493880869,0.0,2,8,0.0,0
188,Premium,Mobile,North America,109.00903704690849,20.174069117599252,0.0,0,31,0.0,0
189,Standard,Desktop,South America,117.83656294770076,21.219757010613105,18.527453518671198,3,5,0.5879870426124352,1
190,Premium,Mobile,North America,129.69779287519324,22.905488201624976,26.672743062806823,0,25,0.6704844990090114,1
191,Basic,Desktop,North America,121.01370792761564,14.219978068166785,10.381529522944772,1,13,0.24043217776072748,0
192,Standard,Mobile,Europe,160.57348946493283,8.910981464747445,25.753129697981585,0,35,0.6120204014745148,1
193,Basic,Mobile,Asia,90.07726991649048,6.080735437417049,10.008192454515783,1,32,0.2601685037189829,0
194,Basic,TV,Europe,123.98971336580695,18.69586656224204,5.03955733713401,1,8,0.07719700674821332,0
195,Premium,Tablet,Asia,138.96911094269277,10.167451408788754,16.861830290595336,3,22,0.5168857977751673,1
196,Standard,Tablet,South America,54.30882396896028,31.633902688219905,0.0,4,6,0.14569117603103973,0
197,Premium,Tablet,Asia,130.64197745489327,10.788840328406557,5.888339343044795,0,11,0.046008202836450574,0
198,Premium,Mobile,South America,173.6809701804986,9.92562838981077,4.2068640641478945,1,7,0.002524951743938242,0
199,Standard,Mobile,North America,105.98036765365877,18.88865924543454,1.6015383573181143,1,15,0.0,0
200,Basic,Mobile,South America,76.59833356657676,18.992191824297706,6.5109406042696145,1,4,0.16872988456151167,0
201,Basic,Desktop,South America,138.68133190193853,23.98459571965027,12.03317389105193,2,34,0.3223138848296193,0
202,Standard,Desktop,North America,127.17949106814062,13.75179775086719,19.180261507422358,0,22,0.4482283541545301,0
203,Basic,TV,South America,180.89786901053617,20.800456480171988,17.29075179276768,0,30,0.33782468477249417,0
204,Standard,Mobile,South America,137.50671813195058,14.187831186829184,0.0,1,19,0.0,0
205,Standard,Tablet,North America,82.25811614068202,17.72953564161377,26.029194743919007,0,30,0.6986177261768881,1
206,Premium,Tablet,North America,80.45007186684057,13.931972547806565,18.724459112124222,0,32,0.4812837014968861,0
207,Standard,TV,North America,154.39276358617994,24.5694763429227,10.283434150337786,2,19,0.2541102609239536,0
208,Premium,Tablet,Asia,134.27647301433288,26.338095966771625,19.418099739595093,1,25,0.49826651917351994,0
209,Basic,TV,North America,117.67122257813372,9.050995970528362,3.550895352831253,0,23,0.0,0
210,Basic,Mobile,North America,126.8955281788223,21.385108666893935,15.912219286802099,4,12,0.5504710504252407,1
211,Basic,Tablet,South America,137.6774355192349,10.348976807318714,0.0,1,9,0.0,0
212,Basic,Mobile,Europe,134.91279703376708,20.810177549301308,7.849456867519201,0,17,0.10057090899180895,0
213,Premium,Desktop,Europe,59.78091429107428,23.200103559754975,19.549495929139063,2,35,0.6267039635830977,1
214,Basic,Tablet,Asia,168.66788060683126,10.190751706923413,6.792590497709468,4,30,0.23510983432445273,0
215,Standard,Desktop,Asia,171.3444293194117,8.888911517965141,7.099688611756847,3,4,0.19164622903329376,0
216,Standard,Tablet,Europe,192.40513624541177,12.524185901318738,5.771557433444302,3,4,0.1307415867579173,0
217,Standard,Mobile,Europe,183.70422222177666,20.83965597221828,8.619443555638139,4,24,0.2748790844473675,0
218,Premium,TV,North America,176.9018306945672,17.378479503761117,2.9175513721486483,3,3,0.06062471046989229,0
219,Basic,Mobile,South America,108.5405543421744,13.758719525871628,21.073765328234078,4,9,0.7236724055048478,1
220,Basic,Mobile,North America,132.0547790994812,18.605282061208754,1.6062081859568291,0,11,0.0,0
221,Basic,Mobile,Asia,166.67995166545475,13.540196073719097,12.26738099138099,3,32,0.35134147807597493,0
222,Premium,Tablet,Europe,47.96991058359231,15.658833972087516,15.919099215345335,3,29,0.5796030658767678,1
223,Standard,TV,Asia,111.25284672109257,17.725041762089173,4.849228396979646,4,34,0.2342240051882968,0
224,Standard,Desktop,North America,51.78516211629021,17.38766539882214,0.0,0,34,0.0,0
225,Basic,Mobile,Asia,131.2112653615245,23.45241146886348,5.953920815949291,0,21,0.047406359116954205,0
226,Standard,Tablet,Asia,170.63231759369523,8.988659791237247,7.2294290332226705,1,25,0.09625055340298488,0
227,Standard,Desktop,South America,120.75193258237915,19.73386578207844,16.432047321230094,1,21,0.42220948705452366,0
228,Premium,Mobile,Asia,97.23107161462798,10.298419499750544,8.96499678425206,0,20,0.1717188319129338,0
229,Premium,Desktop,North America,131.32660053600713,12.975490247275488,10.017536390864661,4,24,0.3691994911899326,0
230,Premium,Mobile,South America,136.4984466073057,14.202207465882974,0.16313132598709146,2,5,0.0,0
231,Premium,Desktop,Asia,139.317873177808,12.883136675939603,8.64329816387785,2,2,0.21998107173852752,0
232,Basic,Desktop,North America,71.40241987587643,8.275199872615035,20.05534181499624,1,9,0.5802578345740107,1
233,Premium,TV,Europe,129.73941575503648,12.746211272948603,17.673651278733296,3,8,0.5504701226069624,1
234,Standard,TV,South America,127.36672426574984,16.361590992866457,6.478921882333358,2,32,0.16700093220425088,0
235,Basic,Mobile,Asia,157.93180004202532,14.329159887720698,15.811127353095314,3,7,0.46640202055083413,0
236,Standard,Tablet,Asia,116.97565865500532,22.362877650954946,9.019320085895854,3,20,0.30360394392187035,0
237,Standard,TV,South America,198.9689641937986,14.460846351449401,13.52941021931097,0,15,0.20691334238553044,0
238,Standard,Desktop,North America,123.29340997324205,15.074414515204655,7.938204754233981,2,28,0.21485273265377736,0
239,Premium,TV,Asia,100.87680386520339,15.912028795900396,3.2336158648632702,2,31,0.09613167208069472,0
240,Premium,TV,North America,79.87539242508535,14.335442308453636,2.876592970468459,3,22,0.15642239668896846,0
241,Basic,Mobile,South America,99.44572796565686,17.38871271427483,13.688541636929365,3,24,0.46121052114222416,0
242,Basic,TV,Asia,88.04056963154311,12.409706719116636,0.0,0,34,0.0,0
243,Premium,TV,Europe,113.75916151601362,9.17013434996661,17.450906328934607,4,9,0.6097680283520246,1
244,Standard,Desktop,Europe,187.46905947279782,14.641577995148396,8.317551489615068,2,2,0.1620574852156542,0
245,Basic,TV,Europe,61.62764375298651,16.923549247035453,5.502697150207555,2,25,0.2034532707532401,0
246,Premium,Desktop,South America,64.43664975281108,15.815366429020866,16.99110164479738,0,12,0.44529639959111034,0
247,Premium,TV,Asia,110.6145796375214,10.556736031316255,0.0,0,4,0.0,0
248,Premium,TV,South America,65.4830979859002,15.802195438800897,13.234907274106478,4,13,0.531564120237294,1
249,Standard,Tablet,Asia,80.7225397515668,18.393698551761883,21.48484023021119,3,29,0.7138226671547688,1
250,Premium,TV,Europe,133.56639542442016,16.012380169122828,0.3973659021051681,2,32,0.0,0
251,Premium,Desktop,Europe,117.89584831150648,11.449964509781594,6.818432892820434,3,27,0.23665713847310652,0
252,Premium,Desktop,North America,137.54038462237995,15.383313416681734,13.1675957547361,2,30,0.3574874880197031,0
253,Premium,Mobile,South America,143.64232081046515,23.513163564484415,0.0,0,1,0.0,0
254,Basic,Mobile,South America,173.7037570870338,9.810266309474443,11.72250540883449,0,11,0.1779714051780009,0
255,Basic,Tablet,North America,135.16133488448583,20.479403297948664,28.81185143254318,0,23,0.7291942080918095,1
256,Premium,Desktop,Europe,168.19923930159172,3.7865014626451874,12.290204932532866,4,17,0.4005069086743943,0
257,Standard,Desktop,Europe,124.28298013195156,12.27411422575054,12.058460398277107,2,15,0.33747083181636167,0
258,Basic,Desktop,South America,135.61720247786954,12.84813980430048,1.5729778676007022,0,27,0.0,0
259,Premium,Tablet,Asia,135.10082319214797,20.404998098353545,19.30811008663983,4,10,0.6441424794070469,1
260,Basic,Desktop,Europe,131.38232004089377,23.863015615145297,0.0,3,16,0.018617679959106237,0
261,Basic,Mobile,North America,128.22701915765768,20.562992152779145,9.743607405685685,4,28,0.3640812030129129,0
262,Standard,Tablet,North America,192.83935075634645,17.557994272483167,16.410530962073977,4,2,0.4994765781058729,0
263,Premium,Mobile,North America,147.92384849984035,20.313904200490214,0.0,1,35,0.0,0
264,Premium,Mobile,South America,102.10450307103942,8.237387711292584,0.0,3,15,0.0478954969289606,0
265,Standard,Tablet,South America,213.73699876119377,19.469132194753715,0.0,1,11,0.0,0
